title,url
Home,https://www.pbs.gov.pk
About PBS,#
About Us,https://www.pbs.gov.pk/about
History,https://www.pbs.gov.pk/history
Vision,https://www.pbs.gov.pk/vision
Mission,https://www.pbs.gov.pk/mission
Organogram,https://www.pbs.gov.pk/organogram/
Contact us,https://www.pbs.gov.pk/contact-1/
pbs@pbs.gov.pk,mailto:pbs@pbs.gov.pk%20
Services,#
Classifications,https://www.pbs.gov.pk/classifications/
Data Citations,https://www.pbs.gov.pk/data-citations/
Data Dissemination,https://www.pbs.gov.pk/data-dissemination/
GIS Lab,https://www.pbs.gov.pk/gis/
PSDP Projects,https://www.pbs.gov.pk/psdp-projects/
Sample Design,https://www.pbs.gov.pk/sample-design/
IT Services,https://www.pbs.gov.pk/dp-center/
NSDP,https://www.pbs.gov.pk/nsdp/
Field Services,https://www.pbs.gov.pk/field-services-landing-page/
Data Request,https://www.pbs.gov.pk/data-information-request-form/
Training (Domestic/Local),https://www.pbs.gov.pk/training-domestic-local/
Training Wing,https://www.pbs.gov.pk/training-wing-web-portal-page/
Statistics,#
Price Statistics,https://www.pbs.gov.pk/price-statistics/
National Accounts,https://www.pbs.gov.pk/national-accounts-2/
Agri Statistics,https://www.pbs.gov.pk/agriculture-sector-of-pakistan-importance-role-key-statistics/
Survey on COVID-19,https://www.pbs.gov.pk/survey-on-covid-19/
PSLM,https://www.pbs.gov.pk/pslm-3/
Labour Force,https://www.pbs.gov.pk/labour-force-statistics/
Industry,https://www.pbs.gov.pk/industry-2/
Population Statistics,https://www.pbs.gov.pk/census/
Social Statistics,https://www.pbs.gov.pk/social-statistics-2/
Disability Stats,https://www.pbs.gov.pk/disability-statistics-2/
Trade,https://www.pbs.gov.pk/external-trade-statistics
Energy & Mining,https://www.pbs.gov.pk/energy-mining-2/
Business Register,https://www.pbs.gov.pk/business-register-2/
Survey,#
PSLM,https://www.pbs.gov.pk/pslm-3/
HIES,https://www.pbs.gov.pk/hies/
LFS,https://www.pbs.gov.pk/labour-force-statistics/
PDS,https://www.pbs.gov.pk/pds/
Census,#
Population and Housing 2023,https://www.pbs.gov.pk/census/
Population Census [Archive],https://www.pbs.gov.pk/censusarchive/
Economic Census,https://www.pbs.gov.pk/pakistan-bureau-of-statistics-economic-statistics-production/
Agriculture Census,https://www.pbs.gov.pk/agriculture-census/
Mouza Census,https://www.pbs.gov.pk/mouza-census/
Media,#
Publications,https://www.pbs.gov.pk/publication-2
Jobs,https://www.pbs.gov.pk/job-openings/
Press Release,https://www.pbs.gov.pk/?page_id=11078
Rebuttal,https://www.pbs.gov.pk/?page_id=11925
Tenders,https://www.pbs.gov.pk/?page_id=5911
Child Labour Survey Graph,https://www.pbs.gov.pk/content/child-labour-survey-graph/
DataFest,https://www.pbs.gov.pk/datafestival/
Gallery,https://www.pbs.gov.pk/image-gallery/
Data Insights,#
National Account,https://na.data.gov.pk/
Crime Statistics,http://social.data.gov.pk
Population Census 2023,https://census23.pbos.gov.pk/
Crop Statistics,http://na.data.gov.pk/Crops/Home
Price,http://dssi.data.gov.pk
Digital Census 2023,https://census23.pbos.gov.pk/
Trade Statistics,https://tradedashboard.data.gov.pk/Home/Login
HIES SDGs,https://pslm-sdgs.data.gov.pk/sdgs/index
Pakistan Spatial Insights,http://psi.pbos.gov.pk
Mouza Census,http://mc2020.pbos.gov.pk/
PSLM SDGs,https://pslm-sdgs.data.gov.pk/districtlevel
Form-I,Material/Form-1_Urdu_Listing_Agri_Census_2024%20.pdf
Form-II,Material/Form-2_Urdu_Agri_Census_2024%20.pdf
Form-III (A&B),Material/Form-3%20Urdu%20Agri%20Census%202024%20-%20Final.pdf
workable groups,Material/23-04-24-working%20group%2023-04-2024-2.docx
agcensus@yahoo.com,mailto:agcensus@lhr.paknet.com.pk
agcensus@yahoo.com,mailto:agcensus@lhr.paknet.com.pk
Mouza Census 2020 Punjab Report,https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_2020_punjab_report.pdf
Mouza Census 2020 Sindh Report,https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_2020_sindh_report.pdf
Mouza Census 2020 Khyber Pakhtunkhwa Report,https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_2020_kpreport.pdf
Mouza Census 2020 Balochistan Report,https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_2020_kpreport.pdf
Pakistan Mouza Census2020 (Country Report),https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_2020_country_report.pdf
Download Report Census of Key Finding Report of Mouza Census-2020 [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/mouza_census_key_findings_report.pdf
WRITE-UP Agricultural Census 2010,https://www.pbs.gov.pk/wp-content/uploads/2020/07/WRITE-UP-AGRI.-CENSUS-2010-1.pdf
All Pakistan Tables (In Acres),https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/Tables%20%28Pakistan%20-%20In%20Acres%29.pdf
All Pakistan Tables (In Hectares),https://www.pbs.gov.pk/wp-content/uploads/2020/07/Tables-Pakistan-In-Hectares.pdf
KPK-Province Tabulation,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Tabulation-of-KPK-Province.pdf
Punjab Province Tabulation,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Tabulation-TABLES-of-Punjab-Province.pdf
Sindh Pronince Tabulation,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Tabulation-Sindh-Province.pdf
Balochistan Province Tabulation,https://www.pbs.gov.pk/wp-content/uploads/2020/07/Tabulation-Sindh-Province.pdf
Click here to View Complete Report of Agricultural Census 2010 ( PDF File),https://www.pbs.gov.pk/wp-content/uploads/2020/07/agricultural_census2010.pdf
in Acers [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table01a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table01h.pdf
in Acers [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table02a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table02h.pdf
in Acers [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table03a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/wp-content/uploads/2020/07/table03h.pdf
in Acers [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table04a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table04h.pdf
in Acers [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table05a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table05h.pdf
in Acers [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table06a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table06h.pdf
in Acers [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table07a.pdf
in Hectares [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table07h.pdf
in Acers [PDF],https://www.pbs.gov.pk/sites/default/files/agriculture/publications/agricultural_census2010/table08a.pdf
